target_medv,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,lstat,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49
24.0,0.00632,18.0,2.31,0,0.5379999999999999,6.575,65.2,4.09,1,296,15.3,4.98,0.008042486562480206,0.08967991169977925,0.9999999999999998,0.025759123573340866,0.28723404255319157,0.0825033952014487,0.01865479079251133,0.20801526717557242,0.0597490661036219,0.04327035137812479,0.0,0.0,0.0,0.0,0.0,0.024142113740783903,0.2692031390664641,0.07732430590206953,0.05599836289741333,0.0,0.07247033008323804,0.0575392224397142,0.6416065911431513,0.1842912549028202,0.13346396647825093,0.0,0.1727225083814698,0.4116590177983351,0.051790621548789946,0.5775052692086606,0.16587917307057284,0.12012991286974045,0.0,0.1554662312983949,0.3705311871441768,0.3335123359637677,0.02823256479437495,0.3148148148148147,0.09042553191489365,0.06548628781453206,0.0,0.08474913637277574,0.2019872601746958,0.1818072143805043,0.09910836762688612,0.0,0.0,0.0,0.0
21.6,0.02731,0.0,7.07,0,0.469,6.421,78.9,4.9671,2,242,17.8,9.14,0.041808062146397096,0.20447019867549668,0.9999999999999998,0.11311117373538118,0.5531914893617021,0.30602082390221835,0.021461566654870833,0.10496183206106867,0.058063992203995454,0.011016986189615986,0.008890008638065074,0.04347826086956521,0.024051803885291403,0.004563557915698639,0.0018903591682419658,0.0713523254205475,0.34896198019441843,0.1930427975543592,0.03662768876086453,0.015172260008452978,0.12177446362120972,0.1600384665225309,0.7826982492276003,0.4329820102110131,0.08215344218991988,0.03403035866206958,0.2731319309451679,0.6126165493439509,0.11204919873767401,0.547997700708948,0.30314766422197137,0.057518842631664395,0.02382598698734557,0.19123036278138283,0.4289168409256443,0.3003014799822939,0.035340528166135206,0.17283950617283936,0.09561334384029416,0.018141551220431613,0.007514761137949538,0.06031441632989945,0.13528117887884442,0.09471565197438603,0.029873494894070984,0.0,0.0,0.0,0.0
33.4,0.032369999999999996,0.0,2.18,0,0.45799999999999996,6.997999999999999,45.8,6.0622,3,222,18.7,2.94,0.004027905696143932,0.0628144504164024,0.979579831000513,0.03510873138884976,0.5475142253501482,0.30602082390221835,0.006661484926613079,0.1038846353882951,0.058063992203995454,0.011016986189615986,0.0027593818984547464,0.04303205450076414,0.024051803885291403,0.004563557915698639,0.0018903591682419658,0.02214714554214025,0.34538067185967825,0.1930427975543592,0.03662768876086453,0.015172260008452978,0.12177446362120972,0.03804025344254916,0.5932307739930266,0.33157306571422324,0.06291224125596497,0.026060090449111183,0.20916155764485228,0.35925887822018776,0.04406974516190841,0.6872595912526714,0.3841283689302182,0.07288401597802507,0.03019069120354557,0.2423142778740319,0.4162024639038734,0.4821717748990094,0.01096939470743738,0.17106569813884004,0.09561334384029416,0.018141551220431613,0.007514761137949538,0.06031441632989945,0.10359690277300981,0.12001731564866255,0.029873494894070984,0.0,0.0,0.0,0.0
36.2,0.06905,0.0,2.18,0,0.45799999999999996,7.147,54.2,6.0622,3,222,18.7,5.33,0.0011147933326511024,0.03319740709111468,0.988584884116908,0.02166701892818562,0.6452216987155068,0.4211181530104118,0.0022301493015182915,0.06641156891421653,0.043344973201234344,0.0044614241594312645,0.0029033496496784724,0.08645878785353907,0.05642923219241442,0.005808164619980084,0.007561436672967863,0.014976240444402182,0.445977147660997,0.2910768082997471,0.02996003939764008,0.0390038773773004,0.201192249073796,0.01475146807074021,0.43928365589643154,0.2867081534719635,0.029510381207694898,0.038418483857968026,0.19817263546952782,0.19519834203221967,0.021988186736609787,0.6547857480944739,0.42736034049076005,0.043987470911481676,0.057265676416438274,0.2953914074107084,0.2909579964989683,0.43369505522091045,0.005015148211738844,0.14934599259886022,0.09747395149286403,0.010032827568875064,0.013061370549293258,0.06737398160132446,0.06636279259004974,0.09891879701975298,0.02256177073278126,0.0,0.0,0.0,0.0
22.9,0.08829,12.5,7.87,0,0.524,6.0120000000000005,66.6,5.5605,5,311,15.2,12.43,0.009867988246129557,0.09933774834437085,0.9999999999999998,0.06446385796815556,0.6489361702127657,0.4211181530104118,0.00663515494666599,0.06679389312977095,0.043344973201234344,0.0044614241594312645,0.008638065073423554,0.08695652173913042,0.05642923219241442,0.005808164619980084,0.007561436672967863,0.04455740958665112,0.4485445898389545,0.2910768082997471,0.02996003939764008,0.0390038773773004,0.201192249073796,0.052482250155161954,0.5283213182286302,0.34284681289304725,0.035288637667942845,0.045940984193793936,0.23697566898803676,0.2791234152948376,0.06825544463746196,0.6871048093504502,0.4458871635146538,0.04589440520470563,0.0597482442913435,0.30819714488647076,0.36301211863726157,0.4721130190325186,0.014921102117570114,0.15020576131687244,0.09747395149286403,0.010032827568875064,0.013061370549293258,0.06737398160132446,0.07935690582446506,0.1032071009929689,0.02256177073278126,0.0,0.0,0.0,0.0
15.0,0.22489,12.5,7.87,0,0.524,6.377000000000001,94.3,6.3467,5,311,15.2,20.45,0.00922108679443884,0.09535335061798242,0.9860292693003774,0.062315062702550356,0.6443871698769156,0.4211181530104118,0.006413983115110457,0.06632567228429019,0.043344973201234344,0.0044614241594312645,0.008350129570976101,0.08634696217880268,0.05642923219241442,0.005808164619980084,0.007561436672967863,0.043072162600429405,0.44540032144480385,0.2910768082997471,0.02996003939764008,0.0390038773773004,0.201192249073796,0.0551830910988194,0.5706369271898835,0.3729210947257707,0.03838413220021854,0.04997089508798639,0.2577630083729523,0.3302401995670532,0.05278789040045985,0.5458686523560693,0.35673459903054705,0.03671808380711111,0.047801927738947154,0.24657490481854005,0.315906251597141,0.3021944630877472,0.01442373204698444,0.14915282870186186,0.09747395149286403,0.010032827568875064,0.013061370549293258,0.06737398160132446,0.08631803791433042,0.08257143690709083,0.02256177073278126,0.0,0.0,0.0,0.0
18.9,0.11747,12.5,7.87,0,0.524,6.0089999999999995,82.9,6.2267,5,311,15.2,13.27,0.08717484369593927,0.294286012960481,0.9934546911979213,0.08166596214362871,0.2756890563251973,0.07650520597555446,0.06986923478759079,0.2358655050298372,0.06545395484814029,0.05599906765340015,0.051348497936462234,0.1733429518031342,0.048103607770582764,0.04115499502157318,0.030245746691871453,0.11896446654633176,0.4016018504834015,0.11144668816724554,0.09534810608319251,0.07007350292790024,0.16234665530363931,0.19369383194312773,0.653874249965942,0.18145364506869413,0.15524249023199502,0.11409125509335959,0.264327211997082,0.43036842903522426,0.13866013001399619,0.4680907368268864,0.12989771416224666,0.11113386349641427,0.08167481693144611,0.1892246398042977,0.3080890172148859,0.22055252226846186,0.08444503492945975,0.28507068771328187,0.07910865948691002,0.06768133697735054,0.0497405618178565,0.11523919180066722,0.1876284683814149,0.13431810171287714,0.08180070788667038,0.0,0.0,0.0,0.0
21.7,0.09378,12.5,7.87,0,0.524,5.888999999999999,39.0,5.4509,5,311,15.2,15.71,0.23105742194543114,0.4806843267108166,0.9999999999999998,0.13295523930299177,0.27659574468085085,0.07650520597555446,0.11374972616820853,0.23664122137404578,0.06545395484814029,0.05599906765340015,0.0835972742105768,0.17391304347826084,0.048103607770582764,0.04115499502157318,0.030245746691871453,0.21072584734244887,0.4383871818421554,0.12125602902017059,0.10374047814585359,0.07624124901602704,0.1921833212035071,0.46137774716218444,0.959835221421215,0.26548633783991044,0.22713657911494403,0.16692786459499392,0.4207794577516878,0.9212836522807131,0.2404803175018092,0.5002874113814906,0.13837736910551862,0.11838862406737566,0.08700650632721577,0.2193195883866388,0.4801934782775997,0.2502874939867929,0.1374796736888961,0.2860082304526748,0.07910865948691002,0.06768133697735054,0.0497405618178565,0.12538234213180988,0.2745207732048331,0.14308631724696955,0.08180070788667038,0.0,0.0,0.0,0.0
20.4,0.62976,0.0,8.14,0,0.5379999999999999,5.949,61.8,4.7075,4,307,21.0,8.26,0.6055107232138939,0.7579945120181525,0.9488777955905462,0.21523178807947005,0.26943290667118747,0.07650520597555446,0.18414134775794952,0.23051306225479762,0.06545395484814029,0.05599906765340015,0.1353296861503023,0.16940931924476008,0.048103607770582764,0.04115499502157318,0.030245746691871453,0.3504411749030536,0.43869163200248507,0.124566052754132,0.1065723657444336,0.07832246795243086,0.20281889710490045,0.7781456953642383,0.9741035856573705,0.2765957446808509,0.2366412213740458,0.17391304347826086,0.4503541907264775,1.0,0.30863414244184206,0.38635647103099396,0.10970553582858049,0.0938584648868126,0.0689787315577697,0.17862294976122028,0.3966277064571758,0.15731353752947963,0.222556073365492,0.27860164281147015,0.07910865948691002,0.06768133697735054,0.0497405618178565,0.12880500516662627,0.28600823045267487,0.11343878847231982,0.08180070788667038,0.0,0.0,0.0,0.0
18.2,0.6379600000000001,0.0,8.14,0,0.5379999999999999,6.096,84.5,4.4619,4,307,21.0,10.26,0.1798752278165188,0.4132194431818093,0.9492708378813447,0.11730895683622182,0.26948870287768917,0.07650520597555446,0.10036356436310939,0.23056079864521042,0.06545395484814029,0.05599906765340015,0.07375947787695557,0.16944440180938325,0.048103607770582764,0.04115499502157318,0.030245746691871453,0.21067201669938815,0.48396755068079167,0.13739365233103404,0.11754700613406736,0.08638798206767363,0.2467415839242729,0.36253049244878527,0.8328253425698061,0.2364309661020662,0.20227828397575492,0.1486589352079882,0.42460004574456484,0.7306640250052767,0.19852803709658248,0.4560697208884573,0.1294737314150831,0.11077112546786623,0.08140823246165764,0.23251840986781533,0.40012439693435753,0.21911511658306576,0.12130095204353238,0.2786593377492789,0.07910865948691002,0.06768133697735054,0.0497405618178565,0.14206912483042827,0.2444766542489394,0.13387969093617258,0.08180070788667038,0.0,0.0,0.0,0.0
